id,manufacturer_id,dtc,description
1024,3,P1831,PC Solenoid Power Circuit - Low Voltage
1025,3,P1629,Theft Deterrent System - Cranking Signal
1026,3,P1569,Cruise Servo Stroke High While not in Cruise
1027,3,P1133,HO2S Insufficient Switching Bank 1 Sensor 1
1028,3,P1518,Electronic Throttle Module to PCM Communication
1029,3,P1561,Cruise Vent Solenoid
1030,3,P1500,Starter Signal Circuit
1031,3,P1367,IC Cylinder 7 Not Toggling After Enable
1032,3,P1700,Transmission Control Module (TCM) Requested MILIllumination
1033,3,P1820,Internal Mode Switch Circuit A Low
1034,3,P1843,1-2 Shift Solenoid Circuit High Voltage
1035,3,P1842,1-2 Shift Solenoid Circuit Low Voltage
1036,3,P1216,Fuel Solenoid Response Time Too Short
1037,3,P1588,Cruise Control Clutch Control Circuit High
1038,3,P1689,Delivered Torque Circuit Fault
1039,3,P1535,A/C High Side Temperature Sensor Circuit
1040,3,P1652,Powertrain Induced Chassis Pitch Output Circuit
1041,3,P1409,EGR Vacuum System Leak
1042,3,P1681,Driver 5 Line 1
1043,3,P1585,Cruise Control Inhibit Output Circuit
1044,3,P1139,HO2S Insuff. Switching Bank 1 Sensor 2
1045,3,P1577,BBV Sensor Ckt. Low Voltage
1046,3,P1163,HO2S Bank 2 Sensor 3 Lean System or Low Voltage
1047,3,P1423,Intake Air High Pressure Switch Circuit High Voltage
1048,3,P1645,Evaporative Emission (EVAP) Vent Solenoid Contorl Circuit
1049,3,P1215,Ground Fault Detection Indicated
1050,3,P1362,IC Cylinder 2 Not Toggling After Enable
1051,3,P1153,HO2S Insufficient Switching Bank 2 Sensor 1
1052,3,P1580,Cruise Move Circuit Low Voltage
1053,3,P1636,PCM Stack Overrun
1054,3,P1200,Injector Control Circuit
1055,3,P1676,Driver 4 Line 6
1056,3,P1538,A/C Request Circuit High Voltage
1057,3,P1145,HO2S Cross Counts Bank 1 Sensor 3
1058,3,P1853,Brake Band Apply Solenoid High Voltage
1059,3,P1287,Accelerator Pedal Position Sensor 3 Circuit Low Voltage
1060,3,P1619,Engine Oil Life Monitor Reset Circuit
1061,3,P1420,Intake Air Low Pressure Switch Circuit Low Voltage
1062,3,P1220,Throttle Position (TP) Sensor 2 Circuit
1063,3,P1583,Cruise Direction CircuitHigh Voltage
1064,3,P1548,A/C Recirculation Circuit
1065,3,P1622,Cylinder Select
1066,3,P1519,Throttle Actuator Control (TAC) Module Internal Circuit
1067,3,P1672,Low Engine Oil Level Lamp Control Circuit
1068,3,P1817,TFP Valve Position Sw. - Reverse With Drive Ratio
1069,3,P1516,Throttle Actuator Control (TAC) Module Throttle ActuatorPosition Performance
1070,3,P1219,Throttle Position Sensor Reference Voltage
1071,3,P1441,Evaporative Emission (EVAP) System Flow During Non-Purge
1072,3,P1895,TCM to ECM Torque Reduction Circuit
1073,3,P1324,Crank RPM Too Low
1074,3,P1187,EOT Sensor Ckt. Low Voltage
1075,3,P1321,Electronic Ignition System Fault Line
1076,3,P1584,Cruise Control Disabled
1077,3,P1826,Internal Mode Switch Circuit C - High
1078,3,P1894,Engine Torque Signal High Voltage
1079,3,P1662,Cruise Lamp Control Circuit
1080,3,P1565,Cruise Servo Position Sensor
1081,3,P1845,2-3 Shift Solenoid Circuit Low Voltage
1082,3,P1546,A/C Clutch Status Circuit Low Voltage
1083,3,P1393,Wheel Speed Sensor 1 - G - Sensor Circuit High Voltage
1084,3,P1579,P/N to D/R at High Throttle Angle - Power Reduction ModeActive
1085,3,P1695,Remote Keyless Entry Circuit Low
1086,3,P1677,Driver 4 Line 7
1087,3,P1690,ECM Loop Overrun
1088,3,P1620,Low Coolant Circuit
1089,3,P1130,HO2S Circuit Low Variance Bank 1 Sensor 1
1090,3,P1891,Throttle Position Sensor PWM Signal Low
1091,3,P1360,Ignition Coil Group 2 Control Circuit
1092,3,P1646,Evaporative Emission (EVAP) Vent Solenoid Control Circuit
1093,3,P1602,Knock Sensor (KS) Module Performance
1094,3,P1157,HO2S Bank 2 Sensor 2 Lean System or Low Voltage
1095,3,P1686,Driver 5 Line 6
1096,3,P1573,PCM/EBTCM Serial Data Circuit
1097,3,P1884,TCC Enable/Shift Light Circuit
1098,3,P1683,Driver 5 Line 3
1099,3,P1217,Fuel Solenoid Response Time Too Long
1100,3,P1138,HO2S Bank 1 Sensor 2 Rich or High Voltage
1101,3,P1531,A/C Low Side Temperature Sensor Fault
1102,3,P1666,Driver 3 Line 6
1103,3,P1790,Transmission Control Module Checksum
1104,3,P1214,Injection Pump Timing Offset
1105,3,P1536,Engine Coolant Overtemperature - Air Conditioning (A/C)Disabled
1106,3,P1628,ECT Pull-Up Resistor
1107,3,P1364,IC Cylinder 4 Not Toggling After Enable
1108,3,P1231,Injector Circuit Cylinder 4 Intermittent
1109,3,P1701,Trans. MIL Request Circuit
1110,3,P1218,Injection Pump Calibration Circuit
1111,3,P1563,Cruise Vehicle Speed/Set Speed Difference Too High
1112,3,P1875,4WD Low Switch Circuit Electrical
1113,3,P1450,Barometric Pressure Sensor Circuit
1114,3,P1355,IC Output High/Pulse Detected when GND_Cyl. 5
1115,3,P1825,Internal Mode Switch - Invalid Range
1116,3,P1611,Loss of CVRTD Serial Data
1117,3,P1604,Loss of IPC Serial Data
1118,3,P1514,Airflow to TP Sensor Correlation High
1119,3,P1691,Coolant Gage Circuit Low Voltage
1120,3,P1365,IC Cylinder 5 Not Toggling After Enable
1121,3,P1277,Accelerator Pedal Position Sensor 1 Circuit Low Voltage
1122,3,P1164,HO2S Bank 2 Sensor 3 Rich or High Voltage
1123,3,P1671,Driver 4 Line 1
1124,3,P1871,Undefined Gear Ratio
1125,3,P1399,Wheel Speed Sensor 2 - G - Sensor Circuit Intermittent
1126,3,P1116,ECT Signal Unstable or Intermittent
1127,3,P1685,Driver 5 Line 5
1128,3,P1159,HO2S Cross Counts Bank 2 Sensor 2
1129,3,P1634,Ignition 1 Switch Circuit
1130,3,P1539,A/C Clutch Status Circuit High Voltage
1131,3,P1353,IC Output High/Pulse Detected when GND_Cyl. 3
1132,3,P1609,Loss Of TCS Serial Data
1133,3,P1599,Engine Stall or Near Stall Detected
1134,3,P1653,Oil Level Lamp Control Circuit
1135,3,P1351,Ignition Coil Control Circuit High Voltage
1136,3,P1403,Exhaust Gas Recirculation System Valve 1
1137,3,P1525,Throttle Body ServiceRequired
1138,3,P1320,IC 4X Reference Circuit Intermittent
1139,3,P1639,5 Volt Reference 2 Circuit
1140,3,P1031,HO2S Heater Current Monitor Control Circuit Banks 1 and 2 Sensor 1
1141,3,P1605,Loss of HVAC Serial Data
1142,3,P1625,TCM System Reset
1143,3,P1870,Transmission Component Slipping
1144,3,P1396,Wheel Speed Sensor 2 - G - Sensor Circuit Performance
1145,3,P1892,Throttle Position Sensor PWM Signal High
1146,3,P1190,Engine Vacuum Leak
1147,3,P1502,Theft Deterrent Fuel Enable Signal Not Received
1148,3,P1641,Malfunction Indicator Lamp (MIL) Control Circuit
1149,3,P1397,Wheel Speed Sensor 2 - G - Sensor Circuit Low Voltage
1150,3,P1886,Shift Timing Solenoid
1151,3,P1813,Torque Control
1152,3,P1113,Intake Resonance Switchover Solenoid Control Circuit
1153,3,P1257,Supercharger System Overboost
1154,3,P1410,Fuel Tank Pressure System
1155,3,P1408,Intake Manifold Pressure Sensor Circuit
1156,3,P1211,Mass Air Flow Circuit Intermittent High
1157,3,P1405,Exhaust Gas Recirculation System Valve 3
1158,3,P1534,A/C High Side Temp. Sensor Low Voltage
1159,3,P1543,A/C System Performance
1160,3,P1352,IC Output High/Pulse Detected when GND_Cyl. 2
1161,3,P1522,Park/Neutral to Drive/Reverse at High RPM
1162,3,P1533,A/C Evaporator Temp. Sens. Ckt. High Voltage
1163,3,P1451,Barometric Press. Sensor Performance
1164,3,P1134,HO2S Transition Time Ratio Bank 1 Sensor 1
1165,3,P1372,Crankshaft Position (CKP) Sensor A-B Correlation
1166,3,P1398,Wheel Speed Sensor 2 - G - Sensor Circuit High Voltage
1167,3,P1554,Cruise Control Feedback Circuit
1168,3,P1669,ABS Unit Expected
1169,3,P1371,IC 4X Reference Circuit Too Few Pulses
1170,3,P1394,Wheel Speed Sensor 1 - G - Sensor Circuit Intermittent
1171,3,P1781,Engine Torque Signal Circuit
1172,3,P1651,Fan 1 Relay Control Circuit
1173,3,P1350,Ignition Control System
1174,3,P1283,Accelerator Pedal Position Sensor 2 Circuit High Voltage
1175,3,P1521,Transmission Engaged at High Throttle Angle
1176,3,P1694,Tachometer Circuit High Voltage
1177,3,P1407,EGR Air Intrusion in Exhaust Supply to EGR Valve
1178,3,P1608,Serial Communication Problem With Device 8
1179,3,P1406,EGR Valve Pintle Position Circuit
1180,3,P1234,Injector Circuit Cylinder 5 Intermittent
1181,3,P1635,5 Volt Reference Circuit
1182,3,P1361,Ignition Coil Control Circuit Low Voltage
1183,3,P1852,Brake Band Apply SolenoidLow Voltage
1184,3,P1415,Secondary Air Injection (AIR) System Bank 1
1185,3,P1381,Misfire Detected - No Communication with Brake ControlModule
1186,3,P1135,HO2S Lean Mean Bank 1 Sensor 1
1187,3,P1542,A/C System High Pressure High Temperature
1188,3,P1705,P/N Signal Output Circuit
1189,3,P1300,Ignitor Circuit
1190,3,P1610,Loss of PZM Serial Data
1191,3,P1432,Fuel Level Sensor 2 Circuit Low Voltage
1192,3,P1568,Cruise Servo Stroke Greater than Commanded in Cruise
1193,3,P1395,Wheel Speed Sensor 2 - G - Sensor Circuit
1194,3,P1664,1-4 Upshift Lamp Control Circuit
1195,3,P1836,Kick-Down Switch Failed Open
1196,3,P1431,Fuel Level Sensor 2 Circuit Performance
1197,3,P1819,Internal Mode Switch - No Start/Wrong Range
1198,4,P0100,Mass or Volume Air Flow Circuit Malfunction
1199,4,P0101,Mass or Volume Air Flow Circuit Range/Performance Problem
1200,4,P0102,Mass or Volume Air Flow Circuit Low Input
1201,4,P0103,Mass or Volume Air Flow Circuit High Input
1202,4,P0104,Mass or Volume Air Flow Circuit Intermittent
1203,4,P0105,Manifold Absolute Pressure/Barometric Pressure Circuit Malfunction
1204,4,P0106,Manifold Absolute Pressure/Barometric Pressure Circuit Range/Performance Problem
1205,4,P0107,Manifold Absolute Pressure/Barometric Pressure Circuit Low Input
1206,4,P0108,Manifold Absolute Pressure/Barometric Pressure Circuit High Input
1207,4,P0111,Intake Air Temperature Circuit Range/Performance Problem
1208,4,P0112,Intake Air Temperature Circuit Low Input
1209,4,P0113,Intake Air Temperature Circuit High Input
1210,4,P0114,Intake Air Temperature Circuit Intermittent
1211,4,P0115,Engine Coolant Temperature Circuit Malfunction
1212,4,P0116,Engine Coolant Temperature Circuit Range/Performance Problem
1213,4,P0117,Engine Coolant Temperature Circuit Low Input
1214,4,P0118,Engine Coolant Temperature Circuit High Input
1215,4,P0119,Engine Coolant Temperature Circuit Intermittent
1216,4,P0120,Throttle/Petal Position Sensor/Switch A Circuit Malfunction
1217,4,P0121,Throttle/Petal Position Sensor/Switch A Circuit Range/Performance Problem
1218,4,P0122,Throttle/Petal Position Sensor/Switch A Circuit Low Input
1219,4,P0123,Throttle/Petal Position Sensor/Switch A Circuit High Input
1220,4,P0124,Throttle/Petal Position Sensor/Switch A Circuit Intermittent
1221,4,P0125,Insufficient Coolant Temperature for Closed Loop Fuel Control
1222,4,P0126,Insufficient Coolant Temperature for Stable Operation
1223,4,P0130,02 Sensor Circuit Malfunction (Bank I Sensor 1)
1224,4,P0131,02 Sensor Circuit Low Voltage (Bank I Sensor I)
1225,4,P0132,02 Sensor Circuit High Voltage (Bank I Sensor 1)
1226,4,P0133,02 Sensor Circuit Slow Response (Bank 1 Sensor 1)
1227,4,P0134,02 Sensor Circuit No Activity Detected (Bank I Sensor 1)
1228,4,P0135,02 Sensor Heater Circuit Malfunction (Bank 1 Sensor 1)
1229,4,P0136,02 Sensor Circuit Malfunction (Bank I Sensor 2)
1230,4,P0137,02 Sensor Circuit Low Voltage (Bank I Sensor 2)
1231,4,P0138,02 Sensor Circuit High Voltage (Bank I Sensor 2)
1232,4,P0139,02 Sensor Circuit Slow Response (Bank 1 Sensor 2)
1233,4,P0140,02 Sensor Circuit No Activity Detected (Bank 1 Sensor 2)
1234,4,P0141,02 Sensor Heater Circuit Malfunction (Bank 1 Sensor 2)
1235,4,P0142,02 Sensor Circuit Malfunction (Bank I Sensor 3)
1236,4,P0143,02 Sensor Circuit Low Voltage (Bank I Sensor 3)
1237,4,P0144,02 Sensor Circuit High Voltage (Bank I Sensor 3)
1238,4,P0145,02 Sensor Circuit Slow Response (Bank 1 Sensor 3)
1239,4,P0146,02 Sensor Circuit No Activity Detected (Bank I Sensor 3)
1240,4,P0147,02 Sensor Heater Circuit Malfunction (Bank I Sensor 3)
1241,4,P0150,02 Sensor Circuit Malfunction (Bank 2 Sensor I)
1242,4,P0151,02 Sensor Circuit Low Voltage (Bank 2 Sensor I)
1243,4,P0152,02 Sensor Circuit High Voltage (Bank 2 Sensor 1)
1244,4,P0153,02 Sensor Circuit Slow Response (Bank 2 Sensor 1)
1245,4,P0154,02 Sensor Circuit No Activity Detected (Bank 2 Sensor 1)
1246,4,P0155,02 Sensor Heater Circuit Malfunction (Bank 2 Sensor 1)
1247,4,P0156,02 Sensor Circuit Malfunction (Bank 2 Sensor 2)
1248,4,P0157,02 Sensor Circuit Low Voltage (Bank 2 Sensor 2)
1249,4,P0158,02 Sensor Circuit High Voltage (Bank 2 Sensor 2)
1250,4,P0159,02 Sensor Circuit Slow Response (Bank 2 Sensor 2)
1251,4,P0160,02 Sensor Circuit No Activity Detected (Bank 2 Sensor 2)
1252,4,P0161,02 Sensor Heater Circuit Malfunction (Bank 2 Sensor 2)
1253,4,P0162,02 Sensor Circuit Malfunction (Bank 2 Sensor 3)
1254,4,P0163,02 Sensor Circuit Low Voltage (Bank 2 Sensor 3)
1255,4,P0164,02 Sensor Circuit High Voltage (Bank 2 Sensor 3)
1256,4,P0165,02 Sensor Circuit Slow Response (Bank 2 Sensor 3)
1257,4,P0166,02 Sensor Circuit No Activity Detected (Bank 2 Sensor 3)
1258,4,P0167,02 Sensor Heater Circuit Malfunction (Bank 2 Sensor 3)
1259,4,P0170,Fuel Trim Malfunction (Bank 1)
1260,4,P0171,System too Lean (Bank 1)
1261,4,P0172,System too Rich (Bank 1)
1262,4,P0173,Fuel Trim Malfunction (Bank 2)
1263,4,P0174,System too Lean (Bank 2)P0175 System too Rich (Bank 2)
1264,4,P0176,Fuel Composition Sensor Circuit Malfunction
1265,4,P0177,Fuel Composition Sensor Circuit Range/Performance
1266,4,P0178,Fuel Composition Sensor Circuit Low Input
1267,4,P0179,Fuel Composition Sensor Circuit High Input
1268,4,P0180,Fuel Temperature Sensor A Circuit Malfunction
1269,4,P0181,Fuel Temperature Sensor A Circuit Range/Performance
1270,4,P0182,Fuel Temperature Sensor A Circuit Low Input
1271,4,P0183,Fuel Temperature Sensor A Circuit High Input
1272,4,P0184,Fuel Temperature Sensor A Circuit Intermittent
1273,4,P0185,Fuel Temperature Sensor B Circuit Malfunction
1274,4,P0186,Fuel Temperature Sensor B Circuit Range/Performance
1275,4,P0187,Fuel Temperature Sensor B Circuit Low Input
1276,4,P0188,Fuel Temperature Sensor B Circuit High Input
1277,4,P0189,Fuel Temperature Sensor B Circuit Intermittent
1278,4,P0190,Fuel Rail Pressure Sensor Circuit Malfunction
1279,4,P0191,Fuel Rail Pressure Sensor Circuit Range/Performance
1280,4,P0192,Fuel Rail Pressure Sensor Circuit Low Input
1281,4,P0193,Fuel Rail Pressure Sensor Circuit High Input
1282,4,P0194,Fuel Rail Pressure Sensor Circuit Intermittent
1283,4,P0195,Engine Oil Temperature Sensor Malfunction
1284,4,P0196,Engine Oil Temperature Sensor Range/Performance
1285,4,P0197,Engine Oil Temperature Sensor Low
1286,4,P0198,Engine Oil Temperature Sensor High
1287,4,P0199,Engine Oil Temperature Sensor Intermittent
1288,4,P0200,Injector Circuit Malfunction
1289,4,P0201,Injector Circuit Malfunction - Cylinder 1
1290,4,P0202,Injector Circuit Malfunction - Cylinder 2
1291,4,P0203,Injector Circuit Malfunction - Cylinder 3
1292,4,P0204,Injector Circuit Malfunction - Cylinder 4
1293,4,P0205,Injector Circuit Malfunction - Cylinder 5
1294,4,P0206,Injector Circuit Malfunction - Cylinder 6
1295,4,P0207,Injector Circuit Malfunction - Cylinder 7
1296,4,P0208,Injector Circuit Malfunction - Cylinder 8
1297,4,P0209,Injector Circuit Malfunction - Cylinder 9
1298,4,P0210,Injector Circuit Malfunction - Cylinder 10
1299,4,P0211,Injector Circuit Malfunction - Cylinder 11
1300,4,P0212,Injector Circuit Malfunction - Cylinder 12
1301,4,P0213,Cold Start Injector 1 Malfunction
1302,4,P0214,Cold Start Injector 2 Malfunction
1303,4,P0215,Engine Shutoff Solenoid Malfunction
1304,4,P0216,Injection Timing Control Circuit Malfunction
1305,4,P0217,Engine Overtemp Condition
1306,4,P0218,Transmission Over Temperature Condition
1307,4,P0219,Engine Overspeed Condition
1308,4,P0220,Throttle/Petal Position Sensor/Switch B Circuit Malfunction
1309,4,P0221,Throttle/Petal Position Sensor/Switch B Circuit Range/Performance Problem
1310,4,P0222,Throttle/Petal Position Sensor/Switch B Circuit Low Input
1311,4,P0223,Throttle/Petal Position Sensor/Switch B Circuit High Input
1312,4,P0224,Throttle/Petal Position Sensor/Switch B Circuit Intermittent
1313,4,P0225,Throttle/Petal Position Sensor/Switch C Circuit Malfunction
1314,4,P0226,Throttle/Petal Position Sensor/Switch C Circuit Range/Performance Problem
1315,4,P0227,Throttle/Petal Position Sensor/Switch C Circuit Low Input
1316,4,P0228,Throttle/Petal Position Sensor/Switch C Circuit High Input
1317,4,P0229,Throttle/Petal Position Sensor/Switch C Circuit Intermittent
1318,4,P0230,Fuel Pump Primary Circuit Malfunction
1319,4,P0231,Fuel Pump Secondary Circuit Low
1320,4,P0232,Fuel Pump Secondary Circuit High
1321,4,P0233,Fuel Pump Secondary Circuit Intermittent
1322,4,P0234,Engine Overboost Condition
1323,4,P0235,Turbocharger Boost Sensor A Circuit Malfunction
1324,4,P0236,Turbocharger Boost Sensor A Circuit Range/Performance
1325,4,P0237,Turbocharger Boost Sensor A Circuit Low
1326,4,P0238,Turbocharger Boost Sensor A Circuit High
1327,4,P0239,Turbocharger Boost Sensor B Malfunction
1328,4,P0240,Turbocharger Boost Sensor B Circuit Range/Performance
1329,4,P0241,Turbocharger Boost Sensor B Circuit Low
1330,4,P0242,Turbocharger Boost Sensor B Circuit High
1331,4,P0243,Turbocharger Wastegate Solenoid A Malfunction
1332,4,P0244,Turbocharger Wastegate Solenoid A Range/Performance
1333,4,P0245,Turbocharger Wastegate Solenoid A Low
1334,4,P0246,Turbocharger Wastegate Solenoid A High
1335,4,P0247,Turbocharger Wastegate Solenoid B Malfunction
1336,4,P0248,Turbocharger Wastegate Solenoid B Range/Performance
1337,4,P0249,Turbocharger Wastegate Solenoid B Low
1338,4,P0250,Turbocharger Wastegate Solenoid B High
1339,4,P0251,"Injection Pump Fuel Metering Control ""A"" Malfunction (Cam/Rotor/Injector)"
1340,4,P0252,"Injection Pump Fuel Metering Control ""A"" Range/Performance (Cam/Rotor/Injector)"
1341,4,P0253,"Injection Pump Fuel Metering Control ""A"" Low (Cam/Rotor/Injector)"
1342,4,P0254,"Injection Pump Fuel Metering Control ""A"" High (Cam/Rotor/Injector)"
1343,4,P0255,"Injection Pump Fuel Metering Control ""A"" Intermittent (Cam/Rotor/Injector)"
1344,4,P0256,"Injection Pump Fuel Metering Control ""B"" Malfunction (Cam/Rotor/Injector)"
1345,4,P0257,"Injection Pump Fuel Metering Control ""B"" Range/Performance Injector)"
1346,4,P0258,"Injection Pump Fuel Metering Control ""B"" Low (Cam/R"
1347,4,P0259,"Injection Pump Fuel Metering Control ""B"" High (Cam/R"
1348,4,P0260,"Injection Pump Fuel Metering Control ""B"" Intermittent Injector)"
1349,4,P0261,Cylinder I Injector Circuit Low
1350,4,P0262,Cylinder I Injector Circuit High
1351,4,P0263,Cylinder I Contribution/Balance Fault
1352,4,P0264,Cylinder 2 Injector Circuit Low
1353,4,P0265,Cylinder 2 Injector Circuit High
1354,4,P0266,Cylinder 2 Contribution/Balance Fault
1355,4,P0267,Cylinder 3 Injector Circuit Low
1356,4,P0268,Cylinder 3 Injector Circuit High
1357,4,P0269,Cylinder 3 Contribution/Balance Fault
1358,4,P0270,Cylinder 4 Injector Circuit Low
1359,4,P0271,Cylinder 4 Injector Circuit High
1360,4,P0272,Cylinder 4 Contribution/Balance Fault
1361,4,P0273,Cylinder 5 Injector Circuit Low
1362,4,P0274,Cylinder 5 Injector Circuit High
1363,4,P0275,Cylinder S Contribution/Balance Fault
1364,4,P0276,Cylinder 6 Injector Circuit Low
1365,4,P0277,Cylinder 6 Injector Circuit High
1366,4,P0278,Cylinder 6 Contribution/Balance Fault
1367,4,P0279,Cylinder 7 Injector Circuit Low
1368,4,P0280,Cylinder 7 Injector Circuit High
1369,4,P0281,Cylinder 7 Contribution/Balance Fault
1370,4,P0282,Cylinder 8 Injector Circuit Low
1371,4,P0283,Cylinder 8 Injector Circuit High
1372,4,P0284,Cylinder 8 Contribution/Balance Fault
1373,4,P0285,Cylinder 9 Injector Circuit Low
1374,4,P0286,Cylinder 9 Injector Circuit High
1375,4,P0287,Cylinder 9 Contribution/Balance Fault
1376,4,P0288,Cylinder 10 Injector Circuit Low
1377,4,P0289,Cylinder 10 Injector Circuit High
1378,4,P0290,Cylinder 10 Contribution/Balance Fault
1379,4,P0291,Cylinder 11 Injector Circuit Low
1380,4,P0292,Cylinder 11 Injector Circuit High
1381,4,P0293,Cylinder 11 Contribution/Balance Fault
1382,4,P0294,Cylinder 12 Injector Circuit Low
1383,4,P0295,Cylinder 12 Injector Circuit High
1384,4,P0296,Cylinder 12 Contribution/Range Fault
1385,4,P0300,Random/Multiple Cylinder Misfire Detected
1386,4,P0301,Cylinder 1 Misfire Detected
1387,4,P0302,Cylinder 2 Misfire Detected
1388,4,P0303,Cylinder 3 Misfire Detected
1389,4,P0304,Cylinder 4 Misfire Detected
1390,4,P0305,Cylinder 5 Misfire Detected
1391,4,P0306,Cylinder 6 Misfire Detected
1392,4,P0307,Cylinder 7 Misfire Detected
1393,4,P0308,Cylinder 8 Misfire Detected
1394,4,P0309,Cylinder 9 Misfire Detected
1395,4,P0311,Cylinder 11 Misfire Detected
1396,4,P0312,Cylinder 12 Misfire Detected
1397,4,P0320,Ignition/Distributor Engine Speed Input Circuit Malfunction
1398,4,P0321,Ignition/Distributor Engine Speed Input Circuit Range/Performance
1399,4,P0322,Ignition/Distributor Engine Speed Input Circuit No Signal
1400,4,P0323,Ignition/Distributor Engine Speed Input Circuit Intermittent
1401,4,P0325,Knock Sensor 1 Circuit Malfunction (Bank I or Single Sensor)
1402,4,P0326,Knock Sensor 1 Circuit Range/Performance (Bank 1 or Single Sensor)
1403,4,P0327,Knock Sensor 1 Circuit Low Input (Bank I or Single Sensor)
1404,4,P0328,Knock Sensor 1 Circuit High Input (Bank I or Single Sensor)
1405,4,P0329,Knock Sensor 1 Circuit Intermittent (Bank 1 or Single Sensor)
1406,4,P0330,Knock Sensor 2 Circuit Malfunction (Bank 2)
1407,4,P0331,Knock Sensor 2 Circuit Range/Performance (Bank 2)
1408,4,P0332,Knock Sensor 2 Circuit Low Input (Bank 2)
1409,4,P0333,Knock Sensor 2 Circuit High Input (Bank 2)
1410,4,P0334,Knock Sensor 2 Circuit Intermittent (Bank 2)
1411,4,P0335,Crankshaft Position Sensor A Circuit Malfunction
1412,4,P0336,Crankshaft Position Sensor A Circuit Range/Performance
1413,4,P0337,Crankshaft Position Sensor A Circuit Low Input
1414,4,P0338,Crankshaft Position Sensor A Circuit High Input
1415,4,P0339,Crankshaft Position Sensor A Circuit Intermittent
1416,4,P0340,Camshaft Position Sensor Circuit Malfunction
1417,4,P0341,Camshaft Position Sensor Circuit Range/Performance
1418,4,P0342,Camshaft Position Sensor Circuit Low Input
1419,4,P0343,Camshaft Position Sensor Circuit High Input
1420,4,P0344,Camshaft Position Sensor Circuit Intermittent
1421,4,P0350,Ignition Coil Primary/Secondary Circuit Malfunction
1422,4,P0351,Ignition Coil A Primary/Secondary Circuit Malfunction
1423,4,P0352,Ignition Coil B Primary/Secondary Circuit Malfunction
1424,4,P0353,Ignition Coil C Primary/Secondary Circuit Malfunction
1425,4,P0354,Ignition Coil D Primary/Secondary Circuit Malfunction
1426,4,P0355,Ignition Coil E Primary/Secondary Circuit Malfunction
1427,4,P0356,Ignition Coil F Primary/Secondary Circuit Malfunction
1428,4,P0357,Ignition Coil G Primary/Secondary Circuit Malfunction
1429,4,P0358,Ignition Coil H Primary/Secondary Circuit Malfunction
1430,4,P0359,Ignition Coil I Primary/Secondary Circuit Malfunction
1431,4,P0360,Ignition Coil J Primary/Secondary Circuit Malfunction
1432,4,P0361,Ignition Coil K Primary/Secondary Circuit Malfunction
1433,4,P0362,Ignition Coil L Primary/Secondary Circuit Malfunction
1434,4,P0370,Timing Reference High Resolution Signal A Malfunction
1435,4,P0371,Timing Reference High Resolution Signal A Too Many Pulses
1436,4,P0372,Timing Reference High Resolution Signal A Too Few Pulses
1437,4,P0373,Timing Reference High Resolution Signal A Intermittent/Erratic Pulses
1438,4,P0374,Timing Reference High Resolution Signal A No Pulses
1439,4,P0375,Timing Reference High Resolution Signal B Malfunction
1440,4,P0376,Timing Reference High Resolution Signal B Too Many Pulses
1441,4,P0377,Timing Reference High Resolution Signal B Too Few Pulses
1442,4,P0378,Timing Reference High Resolution Signal B Intermittent/Erratic Pulses
1443,4,P0379,Timing Reference High Resolution Signal B No Pulses
1444,4,P0380,"Glow Plug/Heater Circuit ""A"" Malfunction"
1445,4,P0381,Glow Plug/Heater Indicator Circuit Malfunction
1446,4,P0382,Exhaust Gas Recirculation Flow Malfunction
1447,4,P0385,Crankshaft Position Sensor B Circuit Malfunction
1448,4,P0386,Crankshaft Position Sensor B Circuit Range/Performance
1449,4,P0387,Crankshaft Position Sensor B Circuit Low Input
1450,4,P0388,Crankshaft Position Sensor B Circuit High Input
1451,4,P0389,Crankshaft Position Sensor B Circuit Intermittent
1452,4,P0400,Exhaust Gas Recirculation Flow Malfunction
1453,4,P0401,Exhaust Gas Recirculation Flow Insufficient Detected
1454,4,P0402,Exhaust Gas Recirculation Flow Excessive Detected
1455,4,P0403,Exhaust Gas Recirculation Circuit Malfunction
1456,4,P0404,Exhaust Gas Recirculation Circuit Range/Performance
1457,4,P0405,Exhaust Gas Recirculation Sensor A Circuit Low
1458,4,P0406,Exhaust Gas Recirculation Sensor A Circuit High
1459,4,P0407,Exhaust Gas Recirculation Sensor B Circuit Low
1460,4,P0408,Exhaust Gas Recirculation Sensor B Circuit High
1461,4,P0410,Secondary Air Injection System Malfunction
1462,4,P0411,Secondary Air Injection System Incorrect Flow Detected
1463,4,P0412,Secondary Air Injection System Switching Valve A Circuit Malfunction
1464,4,P0413,Secondary Air Injection System Switching Valve A Circuit Open
1465,4,P0414,Secondary Air Injection System Switching Valve A Circuit Shorted
1466,4,P0415,Secondary Air Injection System Switching Valve B Circuit Malfunction
1467,4,P0416,Secondary Air Injection System Switching Valve B Circuit Open
1468,4,P0417,Secondary Air Injection System Switching Valve B Circuit Shorted
1469,4,P0418,"Secondary Air Injection System Relay ‘A"" Circuit Malfunction"
1470,4,P0419,"Secondary Air Injection System Relay ""B’ Circuit Malfunction"
1471,4,P0420,Catalyst System Efficiency Below Threshold (Bank 1)
1472,4,P0421,Warm Up Catalyst Efficiency Below Threshold (Bank 1)
1473,4,P0422,Main Catalyst Efficiency Below Threshold (Bank 1)
1474,4,P0423,Heated Catalyst Efficiency Below Threshold (Bank 1)
